Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2736	-44.73326	-60.73745	16.0042	0.0239332	0.0267347	0.0139408	0.0468508	0.0212672	0.0425636	0.0169785	0.00751594	0.036856	0.075151	0.0139941	0.00550017	0.0525609	0.0523683	0.00984375	0.0140348	0.0138716	0.0527148	0.0195229	0.0097565	0.0129721	0.01703	0.110471	2.13818	0.317089	0.3363448	1.663655	0.0655597	0.264771	0.660612	1.51375	3.77684	15.2533	1.970213	4.946278	4.045902	0.0343654	0.0383881	0.0200174	0.0672726	0.0305374	0.0611166	0.0243792	0.0107921	0.0529211	0.107909	0.020094	0.00789763	0.0754716	0.0751951	0.0141345	0.0201524	0.019918	0.0756926	0.0280326	0.0140092	0.0186265	0.0244533	0.158624	0.741735	0.258265	0.7417355	0.6964329
2772	-33.58585	-55.59183	22.00598	0.0267317	0.168725	0.0407736	0.0491737	0.13715	0.0181425	0.00280619	0.0150563	0.0270063	0.0277937	0.00900606	0.0760349	0.0651134	0.0403773	0.0748973	0.00126487	0.0279829	0.0489246	0.021118	0.0629518	0.00708683	0.0544881	0.0137994	0.186947	1.48783	1.175678	0.8243215	0.153396	0.400792	0.751827	1.33009	2.49506	6.51909	1.355562	0.7011454	0.07539053	0.0263003	0.166002	0.0401155	0.04838	0.134936	0.0178497	0.0027609	0.0148133	0.0265705	0.0273451	0.00886071	0.0748077	0.0640625	0.0397256	0.0736884	0.00124446	0.0275313	0.048135	0.0207771	0.0619357	0.00697245	0.0536087	0.0135767	0.716913	0.283087	0.7169134	1.016405
2808	-45.81954	-60.44956	14.63002	0.0174123	0.0639877	0.0616123	0.061984	0.0574874	0.256294	0.00531848	0.0053923	0.0157519	0.0620935	0.156856	0.00931101	0.127712	0.0118325	0.0323238	0.040544	0.033405	0.0275336	0.0733307	0.114273	0.0371885	0.148871	0.00333997	1.58678	0.647931	0.2859118	1.714088	0.00717973	0.0900365	0.471843	2.11935	11.1066	139.281	3.569424	5.995164	1.4694	0.012229	0.0449398	0.0432715	0.0435326	0.0403745	0.18	0.00373527	0.00378711	0.0110629	0.0436094	0.110163	0.0065393	0.0896947	0.00831022	0.0227016	0.0284748	0.023461	0.0193373	0.0515016	0.0802563	0.0261182	0.104555	0.00234572	0.669359	0.330641	0.6693589	1.423855
2844	-39.15735	-55.34944	16.19209	0.0212096	0.0276011	0.0032126	0.00631189	0.0222301	0.0212687	0.00166688	0.00378954	0.00612379	0.0429083	0.128867	0.00113635	0.00840312	0.00701043	0.0171696	0.017846	0.00723925	0.0180703	0.0219211	0.038979	0.00243557	0.0069745	0.0334585	2.03161	0.381033	0.3505496	1.64945	0.0463484	0.223574	0.626659	1.59576	4.47279	21.5757	2.220956	4.705327	3.199111	0.0455304	0.0592511	0.00689645	0.0135497	0.0477211	0.0456574	0.00357828	0.00813497	0.0131459	0.0921109	0.276638	0.0024394	0.0180389	0.0150492	0.0368579	0.0383098	0.0155404	0.0387913	0.0470578	0.0836758	0.00522841	0.0149721	0.0718251	0.234873	0.765127	0.2348732	0.4658333
2880	-39.12213	-57.37467	18.25253	0.0145083	6.72509e-05	0.00224509	0.00169129	0.0137722	0.000429722	0.00194105	0.00221577	0.0026792	0.00179589	0.0102879	0.00593337	0.00400842	0.00266178	0.00309306	0.00442489	0.000560577	0.00478053	0.0105044	0.00593786	0.00503367	0.00248107	0.00512028	0.239795	1.45612	0.6278069	1.372193	0.00948554	0.103135	0.492268	2.03141	9.69599	105.424	3.368045	2.185693	0.09880847	0.136647	0.000633405	0.0211455	0.0159295	0.129714	0.00404735	0.0182819	0.0208693	0.0252341	0.0169147	0.0968971	0.0558837	0.0377535	0.0250701	0.0291322	0.041676	0.00527982	0.0450256	0.0989357	0.055926	0.0474098	0.0233681	0.0482255	0.463428	0.536572	0.4634281	0.1061736
2916	-32.5846	-53.35798	20.77338	0.121081	0.0493451	0.0558506	0.0296358	0.110631	0.196816	0.0470386	0.0632569	0.00743357	0.0591898	0.0182372	0.127296	0.19392	0.00300807	0.0111591	0.0339686	0.0897424	0.0290218	0.156637	0.233415	0.0683686	0.0341028	0.165273	0.149577	1.51025	0.9144514	1.085549	0.249909	0.508507	0.809785	1.2349	1.96654	4.00146	1.00265	1.187104	0.05942445	0.0635784	0.0259107	0.0293267	0.0155615	0.0580917	0.103347	0.0246996	0.0332157	0.00390331	0.0310801	0.00957623	0.0668422	0.101826	0.00157951	0.00585953	0.0178366	0.047123	0.0152391	0.0822487	0.122564	0.0358998	0.0179071	0.0867836	0.7807	0.2193	0.7806996	1.904428
2952	-25.13093	-48.82137	23.69044	0.112812	0.0877918	0.0102794	0.00306448	0.122146	0.0104129	0.015694	0.0264485	0.0345385	0.0586353	0.0194975	0.117962	0.124384	0.00119501	0.036654	0.0209596	0.00568106	0.00528596	0.0724366	0.0433942	0.107305	0.0264084	0.0368861	0.0611109	1.56333	1.863736	0.1362642	0.178273	0.431273	0.769218	1.30002	2.31872	5.60939	1.24689	0.0731135	0.02345408	0.102568	0.0798199	0.00934597	0.00278622	0.111055	0.00946738	0.0142689	0.0240469	0.0314023	0.053311	0.0177271	0.107251	0.113089	0.0010865	0.0333257	0.0190564	0.0051652	0.00480598	0.0658591	0.0394538	0.0975612	0.0240104	0.0335367	0.970821	0.029179	0.970821	1.099873
2988	-33.27356	-56.22924	22.95568	0.0406278	0.0855811	0.0205745	0.00373845	0.0918426	0.0120035	0.0172718	0.0614889	0.017771	0.110171	0.0661471	0.102473	0.0209547	0.0214764	0.0405764	0.0662628	0.0303239	0.00607986	0.0298693	0.0814913	0.0478501	0.0492316	0.003832	0.213495	1.4719	1.871995	0.1280049	0.0847183	0.300035	0.68689	1.45584	3.33295	11.8038	1.78484	0.06837885	0.0870281	0.0395351	0.0832793	0.0200211	0.0036379	0.0893724	0.0116806	0.0168073	0.0598351	0.017293	0.107208	0.064368	0.0997167	0.0203911	0.0208988	0.0394851	0.0644806	0.0295083	0.00591634	0.029066	0.0792995	0.0465631	0.0479075	0.00372893	0.929161	0.0708394	0.9291606	1.027639
3024	-38.3138	-53.96554	15.65173	0.0126012	0.00589357	0.000158939	0.00327559	0.003466	0.0327703	0.0189709	0.0117949	0.0010481	0.00481392	0.00578568	0.00872719	0.0243771	0.00981063	0.0489658	0.00606026	0.0371578	0.027666	0.0107679	0.000956012	0.0270467	0.0118478	0.0101069	1.99008	0.405951	0.3409667	1.659033	0.0225191	0.15723	0.561479	1.78101	6.36011	44.4067	2.742883	4.865675	2.941366	0.0388842	0.0181861	0.000490448	0.0101077	0.0106953	0.101121	0.0585397	0.0363963	0.00323417	0.0148546	0.0178532	0.02693	0.0752219	0.0302732	0.151097	0.0187005	0.11466	0.0853705	0.0332271	0.00295002	0.0834597	0.0365596	0.0311876	0.402246	0.597754	0.4022463	0.3240693
3060	-36.21719	-54.2763	18.0591	0.0918684	0.00489099	0.0213028	0.0231781	0.0296221	0.0830847	0.00230366	0.0140154	0.00838686	0.014536	0.0271562	0.0121962	0.114908	0.0165038	0.036656	0.0236571	0.00795377	0.0262125	0.0166672	0.017194	0.0317773	0.00859944	0.0277692	1.55849	0.664905	0.3658011	1.634199	0.152077	0.399108	0.75084	1.33184	2.50559	6.57561	1.361804	4.467452	1.406358	0.139102	0.00740566	0.0322555	0.035095	0.0448521	0.125802	0.00348808	0.0212213	0.0126989	0.0220096	0.0411184	0.0184668	0.173987	0.0249891	0.0555024	0.0358202	0.0120431	0.0396894	0.0252366	0.0260342	0.0481155	0.0130208	0.0420466	0.619103	0.380897	0.6191028	0.6604394
3096	-34.73825	-56.39626	21.65801	0.0487961	0.00474315	0.0305096	0.0158264	0.0390037	0.0911998	0.0127305	0.0614077	0.0380979	0.00245502	0.0437654	0.0136894	0.0287217	0.0247067	0.0434642	0.0245649	0.0851393	0.0178977	0.0397618	0.00522432	0.0465873	0.00351389	0.0733453	0.765174	1.1409	1.253759	0.7462412	0.217396	0.47509	0.792794	1.26136	2.10486	4.59989	1.103427	0.5952031	0.4024073	0.061367	0.00596509	0.0383696	0.0199036	0.0490519	0.114695	0.0160102	0.0772277	0.0479128	0.00308749	0.0550403	0.0172161	0.0361211	0.0310717	0.0546615	0.0308934	0.107073	0.0225085	0.0500053	0.00657022	0.0585892	0.00441915	0.0922406	0.835643	0.164357	0.8356432	0.7951519
3132	-25.83834	-49.51447	23.67613	0.0532946	0.107465	0.00702944	0.00635399	0.0793232	0.0263733	0.0506229	0.00485656	0.0331666	0.0124836	0.0992903	0.0866185	0.0641905	0.00782217	0.108214	0.0337635	0.0662066	0.0152818	0.0522049	0.00171275	0.0083139	0.00253274	0.0859426	0.406593	1.35604	1.645053	0.3549471	0.772229	0.881564	0.961435	1.04011	1.13435	1.29495	0.1868942	0.2157664	0.1799024	0.0526074	0.106079	0.00693879	0.00627206	0.0783003	0.0260332	0.0499702	0.00479393	0.0327389	0.0123226	0.09801	0.0855016	0.0633628	0.00772131	0.106818	0.0333281	0.0653529	0.0150847	0.0515317	0.00169066	0.0082067	0.00250008	0.0848344	0.352488	0.647512	0.3524882	1.013063
3168	-40.87248	-60.85662	19.98413	0.0118163	0.083333	0.00741468	0.0193766	0.136262	0.00204631	0.00457586	0.00883502	0.0139698	0.0221175	0.0458417	0.0296797	0.113713	0.0605885	0.120096	0.00125138	0.0689215	0.0524708	0.143208	0.0469737	0.0484723	0.0362544	0.0360141	1.53386	0.679685	1.071778	0.9282222	0.246573	0.505185	0.808131	1.23742	1.97947	4.0556	1.012368	0.8660584	1.354031	0.0106144	0.0748568	0.00666049	0.0174057	0.122402	0.00183817	0.00411043	0.00793636	0.0125488	0.0198678	0.0411789	0.0266608	0.102147	0.0544257	0.107881	0.00112409	0.0619111	0.0471337	0.128641	0.0421958	0.0435419	0.0325668	0.0323509	0.706287	0.293713	0.7062874	1.113233
3204	-46.23246	-59.84695	13.61449	0.0118733	0.20054	0.0347779	0.178572	0.379383	0.137623	0.0850218	0.109887	0.0983338	0.24152	0.0526757	0.102434	0.162517	0.113446	0.0669972	0.0351324	0.032448	0.123318	0.132621	0.235222	0.0189626	0.0233342	0.239833	1.9328	0.440319	0.2094801	1.79052	0.172575	0.424494	0.765425	1.30646	2.35575	5.79459	1.270378	8.547446	2.633728	0.00421566	0.0712026	0.012348	0.0634028	0.134701	0.0488636	0.0301873	0.039016	0.0349138	0.0857526	0.0187027	0.0363697	0.0577022	0.0402794	0.0237876	0.0124739	0.0115208	0.0437846	0.0470878	0.0835164	0.00673274	0.00828491	0.0851536	0.791751	0.208249	0.791751	2.816473
3240	-41.2546	-58.92428	17.66968	0.0328171	0.0242013	0.00528724	0.0546839	0.128676	0.122833	0.00626072	0.249976	0.0463158	0.0607395	0.0357146	0.00301543	0.20594	0.130595	0.0853028	0.156756	0.154046	0.31298	0.296667	0.0428125	0.0486202	0.181458	0.0483719	0.24534	1.4528	0.3294952	1.670505	0.160612	0.409879	0.757104	1.32082	2.43974	6.22619	1.322323	5.069891	0.1013246	0.0134824	0.00994273	0.00217218	0.022466	0.0528647	0.0504638	0.00257212	0.102699	0.0190281	0.0249539	0.0146728	0.00123884	0.0846075	0.0536531	0.0350453	0.0644006	0.0632872	0.128583	0.121881	0.0175889	0.0199748	0.0745492	0.0198729	0.225377	0.774623	0.2253767	2.43407
3276	-33.90734	-51.5778	17.67046	0.0245701	0.0645051	0.000444409	0.049761	0.050167	0.00093609	0.0178692	2.4964e-05	0.0104848	0.0421472	0.0778053	0.000277183	0.0357245	0.0216715	0.0168074	0.075624	0.0290933	0.0433405	0.0443428	0.00429377	0.0727324	0.0470218	0.0124794	1.50694	0.695834	0.4587689	1.541231	0.0497128	0.231347	0.633377	1.57884	4.32251	20.1156	2.170286	3.359493	1.299398	0.0331078	0.0869196	0.000598834	0.0670521	0.0675992	0.00126137	0.0240784	3.36387e-05	0.0141282	0.0567926	0.104841	0.0003735	0.0481382	0.029202	0.0226477	0.101902	0.0392028	0.0584006	0.0597512	0.00578579	0.0980058	0.0633612	0.0168159	0.581531	0.418469	0.581531	0.7421235
3312	-36.6567	-52.98751	16.33081	0.0263161	0.0331569	0.041157	0.075306	0.0422768	0.00849302	0.302969	0.000166839	0.00301006	0.1144	0.0493787	0.00130033	0.188858	0.0915727	0.0989624	0.0980731	0.225117	0.0415155	0.109043	0.0210979	0.0761766	0.289048	0.00801086	0.886621	1.06803	0.1963465	1.803653	0.119404	0.354698	0.72371	1.38177	2.8193	8.37495	1.536698	9.186072	0.4980889	0.0135273	0.0170437	0.021156	0.0387097	0.0217316	0.00436568	0.155736	8.57605e-05	0.00154727	0.0588052	0.0253822	0.000668409	0.0970789	0.0470713	0.0508698	0.0504127	0.115717	0.0213403	0.0560515	0.010845	0.0391572	0.14858	0.00411784	0.802623	0.197377	0.8026231	1.945405
3348	-38.05553	-55.49023	17.43469	0.293863	0.256061	0.0230979	0.129687	0.256201	0.0304538	0.0982105	0.021518	0.0363079	0.0268771	0.0672787	0.00297476	0.135517	0.0167578	0.247163	0.109878	0.248693	0.0344616	0.0362554	0.0191606	0.040456	0.0957333	0.0233928	0.967258	1.01965	0.3245395	1.67546	0.374107	0.619083	0.861052	1.16137	1.61529	2.67303	0.7109318	5.162578	0.5691729	0.130606	0.113805	0.0102657	0.0576387	0.113867	0.013535	0.0436492	0.00956356	0.0161369	0.0119454	0.0299017	0.00132212	0.0602296	0.00744791	0.10985	0.0488347	0.11053	0.0153163	0.0161135	0.00851583	0.0179805	0.0425482	0.0103968	0.627699	0.372301	0.6276985	2.249999
3384	-55.6317	-67.31577	11.68407	0.0666972	0.00266506	0.013285	0.0543044	0.130213	0.096747	0.16165	0.309035	0.0407958	0.0504414	0.0391432	0.266777	0.0876798	0.284022	0.0646105	0.0211305	0.0373547	0.0560328	0.00669799	0.18688	0.227202	0.0954891	0.0327538	2.37246	0.176523	0.1793578	1.820642	0.0499179	0.231812	0.633774	1.57785	4.31384	20.0329	2.16731	10.15089	8.06396	0.0286057	0.00114301	0.00569778	0.0232906	0.0558468	0.0414937	0.06933	0.132542	0.0174969	0.0216338	0.0167881	0.114418	0.0376049	0.121814	0.0277107	0.00906265	0.016021	0.0240319	0.00287269	0.0801506	0.0974444	0.0409542	0.0140477	0.503497	0.496503	0.5034965	2.331607
3420	-39.68865	-56.40919	16.72053	0.0351606	0.00221248	0.194066	0.0435862	0.0190287	0.0234044	0.0239067	0.00838211	0.00496481	0.0609832	0.0430036	0.0493655	0.155728	0.336824	0.0224309	0.0349432	0.134068	0.0394362	0.103727	0.0636569	0.0981548	0.116524	0.120724	0.890397	1.06576	0.2212042	1.778796	0.10156	0.327776	0.706104	1.41622	3.05087	9.84637	1.653733	8.041418	0.5012734	0.0202739	0.00127574	0.1119	0.0251322	0.0109721	0.0134952	0.0137848	0.00483319	0.00286275	0.0351634	0.0247962	0.0284645	0.0897938	0.194216	0.0129338	0.0201485	0.0773046	0.0227392	0.0598098	0.0367051	0.0565969	0.0671887	0.0696103	0.134486	0.865514	0.1344856	1.73428
3456	-33.412	-54.05023	20.63823	0.0186763	0.183006	0.0128921	0.0304579	0.0706555	0.103063	0.112563	0.0836096	0.0860567	0.341851	0.0781858	0.132996	0.130924	0.00505122	0.162384	0.118402	0.0384619	0.00276364	0.0664721	0.00862864	0.0185369	0.00263114	0.0163212	0.151727	1.50896	1.017503	0.9824967	0.132724	0.373474	0.73545	1.35971	2.67756	7.53443	1.460226	0.9655955	0.06033031	0.0102359	0.1003	0.00706578	0.016693	0.0387241	0.0564856	0.0616922	0.0458238	0.047165	0.187358	0.0428512	0.0728909	0.0717551	0.00276841	0.0889975	0.0648925	0.0210797	0.00151467	0.0364312	0.00472909	0.0101595	0.00144205	0.00894514	0.448744	0.551256	0.4487438	1.824589
3492	-34.41376	-53.88998	19.47623	0.0278595	0.0313349	0.0458255	0.106647	0.0915202	0.0246466	0.037449	0.0142118	0.0504915	0.0762116	0.0660002	0.0715841	0.0885282	0.0188034	0.0815753	0.100654	0.0160443	0.00225711	0.138322	0.00346888	0.0245517	0.0845986	0.00477921	0.727897	1.16326	0.6506205	1.34938	0.102054	0.328551	0.706625	1.41518	3.04367	9.79877	1.650229	2.073989	0.3754424	0.0230746	0.0259532	0.037955	0.0883302	0.0758016	0.0204135	0.0310171	0.011771	0.0418195	0.0631223	0.0546647	0.0592895	0.0733235	0.0155739	0.0675647	0.0833669	0.0132887	0.00186945	0.114566	0.0028731	0.0203349	0.0700688	0.00395838	0.811159	0.188841	0.8111594	1.207365
3528	-29.85349	-51.88049	22.027	0.00174962	0.0390197	0.00911612	0.00593148	0.0187565	0.00129892	0.0129382	0.00943213	0.0321618	0.0585504	0.0628695	0.0850339	0.0228962	0.0106408	0.000797913	0.0858732	0.00634983	0.00822268	0.00824691	0.0349348	0.00114125	0.0582277	0.00429987	0.343915	1.39365	1.412213	0.5877869	0.0838503	0.298532	0.685815	1.45812	3.34973	11.926	1.792287	0.4162169	0.1480636	0.00302447	0.067451	0.0157585	0.0102534	0.0324233	0.00224536	0.0223655	0.0163048	0.0555961	0.101213	0.108679	0.146993	0.0395792	0.0183941	0.0013793	0.148444	0.0109766	0.0142141	0.0142559	0.0603898	0.00197281	0.100655	0.00743293	0.531482	0.468518	0.5314816	0.5784895
3564	-34.73535	-51.3346	16.59925	0.158102	0.0583627	0.00190517	0.0325938	0.0169045	0.0112425	0.010337	0.134227	0.0214534	0.198927	0.052943	0.318018	0.124971	0.102468	0.0176445	0.0079524	0.182758	0.00927374	0.105813	0.10861	0.07929	0.175054	0.0632982	1.83479	0.499127	0.4840823	1.515918	0.184746	0.438841	0.773404	1.29299	2.27873	5.41282	1.221098	3.131529	2.205597	0.0793624	0.0292963	0.000956337	0.0163611	0.00848556	0.00564342	0.00518888	0.0673782	0.010769	0.0998553	0.0265758	0.159636	0.0627318	0.0514359	0.00885701	0.00399187	0.091739	0.00465514	0.0531152	0.054519	0.0398012	0.0878718	0.0317738	0.979459	0.0205414	0.9794586	1.99215
3600	-37.38621	-54.90254	17.51633	0.099203	0.0401998	0.03583	0.253092	0.0121762	0.0232044	0.0157065	0.124366	0.0394439	0.204533	0.0984879	0.0362825	0.11165	0.0649409	0.0138549	0.0613827	0.101949	0.0615416	0.026892	0.0521252	0.0761801	0.0109107	0.0492942	1.47549	0.714706	0.3053372	1.694663	0.367546	0.613764	0.858737	1.1645	1.62929	2.72075	0.7237241	5.550135	1.238683	0.0614927	0.0249185	0.0222099	0.156884	0.00754762	0.0143837	0.00973596	0.0770907	0.02445	0.126783	0.0610495	0.0224904	0.0692082	0.0402548	0.00858822	0.0380491	0.063195	0.0381477	0.0166695	0.0323108	0.0472216	0.00676321	0.0305559	0.394595	0.605405	0.3945945	1.613247
3636	-48.40962	-63.4474	15.03777	0.0251401	0.00816387	0.190642	0.0343601	0.0114072	0.0351499	0.00565102	0.0475923	0.0913741	0.0827303	0.0327967	0.047414	0.0587097	0.0208817	0.0120597	0.00345354	0.0741301	0.0356436	0.0187522	0.0151744	0.00955577	0.0178883	0.00337782	2.06458	0.361253	0.4159996	1.584	0.00934164	0.102369	0.491124	2.03615	9.76854	107.048	3.379099	3.807697	3.429034	0.0285019	0.00925558	0.216136	0.0389549	0.0129326	0.0398503	0.0064067	0.0539565	0.103593	0.0937933	0.0371824	0.0537544	0.0665606	0.0236741	0.0136724	0.00391537	0.0840431	0.04041	0.0212598	0.0172036	0.0108336	0.0202804	0.00382952	0.788151	0.211849	0.788151	0.8820484
3672	-38.40487	-54.98615	16.58128	0.133841	0.0310747	0.0505516	0.0451419	0.0491889	0.0775107	0.168985	0.18776	0.031145	0.163367	0.101454	0.461223	0.385165	0.0547845	0.0576095	0.0686199	0.0620411	0.0358183	0.311343	0.0864175	0.16256	0.100488	0.0469664	1.16338	0.90197	0.3760541	1.623946	0.477325	0.697199	0.893573	1.1191	1.43431	2.09501	0.534751	4.318384	0.7738951	0.0465849	0.0108159	0.0175951	0.0157122	0.0171207	0.0269785	0.058817	0.0653521	0.0108404	0.0568619	0.0353124	0.160534	0.134061	0.0190683	0.0200516	0.0238839	0.0215941	0.012467	0.108366	0.0300786	0.0565809	0.034976	0.0163472	0.727738	0.272262	0.7277377	2.873058
3708	-48.08472	-64.35541	16.27069	0.0090265	0.0078049	0.0856288	0.0100571	0.0250017	0.0191802	0.0297661	0.109319	0.0632281	0.0343322	0.0760203	0.0272214	0.168031	0.0195205	0.129511	0.0748527	0.0913533	0.0450288	0.0258115	0.0539118	0.00686215	0.134183	0.197179	1.17677	0.893941	0.1209442	1.879056	0.235871	0.494369	0.802693	1.24581	2.02278	4.23961	1.044452	15.53655	0.7898274	0.0062561	0.00540943	0.0593477	0.00697041	0.0173282	0.0132935	0.0206303	0.0757668	0.0438222	0.023795	0.0526883	0.0188667	0.116459	0.0135293	0.089762	0.051879	0.0633153	0.0312087	0.0178894	0.0373652	0.00475603	0.093	0.136661	0.461954	0.538046	0.4619543	1.442832
3744	-35.73999	-55.48967	19.74968	0.00307998	0.18967	0.0147319	0.0995843	0.101896	0.0436321	0.0245793	0.163242	0.0637682	0.25577	0.194971	0.0579064	0.0884258	0.0919626	0.155706	0.0714519	0.19104	0.152348	0.0433569	0.0418256	0.0295483	0.163315	0.136002	0.281481	1.43111	0.6297672	1.370233	0.605183	0.782755	0.926431	1.07941	1.27754	1.65239	0.3631427	2.175777	0.118012	0.0012953	0.0797665	0.00619557	0.0418806	0.042853	0.0183497	0.010337	0.0686521	0.026818	0.107565	0.0819959	0.0243528	0.0371879	0.0386753	0.0654828	0.0300494	0.0803427	0.0640706	0.018234	0.0175899	0.0124267	0.0686827	0.0571965	0.687481	0.312519	0.687481	2.377812
3780	-33.08987	-53.15315	20.06328	0.00631807	0.0862352	0.0127569	0.0555032	0.107493	0.072946	0.013995	0.0332764	0.0192953	0.056596	0.00907162	0.136861	0.000794665	0.0165633	0.0649141	0.183672	0.0844966	0.0155214	0.0934349	0.0905899	0.0342064	0.0387297	0.182889	0.622988	1.22621	0.542668	1.457332	0.410893	0.648059	0.873428	1.14491	1.54307	2.43372	0.6431138	2.685495	0.3048368	0.00446141	0.0608937	0.00900808	0.0391927	0.0759044	0.0515097	0.00988239	0.0234976	0.0136251	0.0399644	0.00640578	0.0966426	0.00056114	0.0116959	0.0458381	0.129697	0.059666	0.0109602	0.0659776	0.0639686	0.0241543	0.0273484	0.129144	0.882133	0.117867	0.8821331	1.416161
3816	-33.96258	-51.54475	17.58217	0.000102059	0.00415275	0.00212716	0.00765495	0.0248706	0.0251532	0.0193388	0.00158945	0.00197466	0.0244779	0.0191051	0.0291667	0.0168006	0.00699949	0.00168955	0.00234374	0.0253975	0.00492089	0.00550789	0.0260237	0.00691678	0.000107594	0.0186289	1.61741	0.629553	0.3884491	1.611551	0.0908905	0.310504	0.694279	1.44034	3.22057	11.0022	1.733991	4.14868	1.541487	0.000371055	0.0150982	0.00773372	0.0278311	0.0904222	0.0914495	0.0703101	0.00577876	0.00717928	0.0889943	0.0694604	0.106042	0.0610821	0.0254481	0.00614271	0.00852113	0.0923377	0.0178909	0.0200251	0.0946143	0.0251474	0.000391178	0.0677294	0.76627	0.23373	0.7662697	0.2750498
3852	-38.86537	-57.49705	18.63168	0.00473963	0.00695802	0.0306796	0.0116874	0.121386	0.0809172	0.0168558	0.00490616	0.0120317	0.0441911	0.0352316	0.0111645	0.0594266	0.0232477	0.0347057	0.0152327	0.013597	0.0110908	0.0174901	0.0946489	0.0177145	0.0427797	0.0181223	1.34431	0.793413	0.4131976	1.586802	0.166786	0.417489	0.761462	1.31326	2.39527	5.9957	1.295048	3.8403	1.016604	0.0065033	0.00954717	0.0420958	0.0160364	0.166555	0.111027	0.023128	0.00673178	0.0165088	0.0606351	0.0483416	0.0153189	0.0815399	0.0318984	0.04762	0.0209009	0.0186566	0.0152178	0.0239984	0.129869	0.0243063	0.0586984	0.0248658	0.865732	0.134268	0.8657325	0.7288046
3888	-30.68709	-47.69536	17.00827	0.0120986	0.0194843	0.0355875	0.0330859	0.117443	0.0458075	0.0369013	0.00276322	0.0194302	0.0515837	0.0265024	0.10278	0.140938	0.0448895	0.0172831	0.0518053	0.0339303	0.00739317	0.0144677	0.11427	0.029528	0.105465	0.0192992	2.09555	0.342668	0.4429375	1.557062	0.182766	0.43654	0.772137	1.29511	2.29074	5.47149	1.228892	3.51531	3.669242	0.0111741	0.0179954	0.0328681	0.0305577	0.108469	0.0423072	0.0340815	0.00255207	0.0179455	0.047642	0.0244773	0.094926	0.130168	0.0414593	0.0159624	0.0478466	0.0313376	0.00682823	0.0133622	0.105538	0.0272717	0.0974056	0.0178244	0.812211	0.187789	0.8122109	1.082736
3924	-28.82667	-51.81882	22.99215	0.0159118	0.0251016	0.00965854	0.00662132	0.022748	0.0256495	0.0132468	0.00159697	0.00597611	0.114956	0.0155976	0.0299581	0.0202212	0.0379801	0.0110203	0.0397344	0.03226	0.000689876	0.00326618	0.0303018	0.00827215	0.0138175	0.0155863	0.648174	1.2111	1.447374	0.5526256	0.555295	0.750591	0.914383	1.09363	1.33228	1.80085	0.42535	0.3818124	0.3211179	0.0318126	0.0501859	0.0193104	0.0132381	0.0454804	0.0512813	0.0264845	0.00319285	0.0119481	0.229833	0.0311845	0.0598956	0.0404285	0.0759341	0.022033	0.0794414	0.0644977	0.00137928	0.00653011	0.0605827	0.0165386	0.0276255	0.0311618	0.388224	0.611776	0.3882239	0.5001723
3960	-32.30328	-54.41392	22.11064	0.0415073	0.0105545	0.0357258	0.0624457	0.0830821	0.00173142	0.0510181	0.00437202	0.0401297	0.063274	0.142422	0.154305	0.0559935	0.0278796	0.0212539	0.00505672	0.0178792	0.000939197	0.0389074	0.0330881	0.00380363	0.0173456	0.0911132	0.668304	1.19902	0.967591	1.032409	0.927303	0.96386	0.988582	1.01155	1.0375	1.0784	0.05457373	1.066989	0.3344256	0.041349	0.0105143	0.0355896	0.0622075	0.0827652	0.00172482	0.0508235	0.00435534	0.0399766	0.0630326	0.141879	0.153717	0.05578	0.0277733	0.0211729	0.00503744	0.017811	0.000935615	0.038759	0.0329619	0.00378913	0.0172794	0.0907657	0.642452	0.357548	0.6424517	1.003829
